rank,addr,count,pid,file_path,file_offset,symbol
1,0x000055d4d5f3a1c0,92,26920,/home/ssy/lbr/test/test_lbr_sframe,0x11c0,main+0x100
2,0x000055d4d5f3a1e5,92,26920,/home/ssy/lbr/test/test_lbr_sframe,0x11e5,main+0x125
3,0x000055d4d5f3a1d3,25,26920,/home/ssy/lbr/test/test_lbr_sframe,0x11d3,main+0x113
4,0x000055d4d5f3a1de,25,26920,/home/ssy/lbr/test/test_lbr_sframe,0x11de,main+0x11e
5,0x000055d4d5f3a0b0,14,26920,/home/ssy/lbr/test/test_lbr_sframe,0x10b0,_init+0xb0
6,0x00007f4ff7080b17,8,26920,/usr/lib/libc.so.6,0x43b17,random_r+0x17
7,0x00007f4ff7080b38,8,26920,/usr/lib/libc.so.6,0x43b38,random_r+0x38
8,0x00007f4ff708074e,7,26920,/usr/lib/libc.so.6,0x4374e,rand+0xe
9,0x00007f4ff7080972,7,26920,/usr/lib/libc.so.6,0x43972,random+0x22
10,0x00007f4ff7080748,7,26920,/usr/lib/libc.so.6,0x43748,rand+0x8
11,0x00007f4ff7080740,7,26920,/usr/lib/libc.so.6,0x43740,rand
12,0x00007f4ff70809a6,7,26920,/usr/lib/libc.so.6,0x439a6,random+0x56
13,0x00007f4ff708074d,7,26920,/usr/lib/libc.so.6,0x4374d,rand+0xd
14,0x00007f4ff70809cb,7,26920,/usr/lib/libc.so.6,0x439cb,random+0x7b
15,0x00007f4ff7080b00,7,26920,/usr/lib/libc.so.6,0x43b00,random_r
16,0x00007f4ff70809c0,7,26920,/usr/lib/libc.so.6,0x439c0,random+0x70
17,0x00007f4ff7080950,7,26920,/usr/lib/libc.so.6,0x43950,random
18,0x000055d4d5f3a150,7,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1150,main+0x90
19,0x00007f4ff70809d4,7,26920,/usr/lib/libc.so.6,0x439d4,random+0x84
20,0x00007f4ff70809b6,7,26920,/usr/lib/libc.so.6,0x439b6,random+0x66
21,0x00007f4ff7080b6c,6,26920,/usr/lib/libc.so.6,0x43b6c,random_r+0x6c
22,0x000055d4d5f3a689,6,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1689,fibonacci+0x199
23,0x00007f4ff70809d0,6,26920,/usr/lib/libc.so.6,0x439d0,random+0x80
24,0x000055d4d5f3a847,6,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1847,fibonacci+0x357
25,0x000055d4d5f3a503,5,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1503,fibonacci+0x13
26,0x000055d4d5f3a684,5,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1684,fibonacci+0x194
27,0x000055d4d5f3a4f0,5,26920,/home/ssy/lbr/test/test_lbr_sframe,0x14f0,fibonacci
28,0x000055d4d5f3a837,5,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1837,fibonacci+0x347
29,0x000055d4d5f3a155,4,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1155,main+0x95
30,0x000055d4d5f3a205,4,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1205,main+0x145
31,0x000055d4d5f3a17d,3,26920,/home/ssy/lbr/test/test_lbr_sframe,0x117d,main+0xbd
32,0x000055d4d5f3a72d,3,26920,/home/ssy/lbr/test/test_lbr_sframe,0x172d,fibonacci+0x23d
33,0x000055d4d5f3a63c,3,26920,/home/ssy/lbr/test/test_lbr_sframe,0x163c,fibonacci+0x14c
34,0x000055d4d5f3a5f2,3,26920,/home/ssy/lbr/test/test_lbr_sframe,0x15f2,fibonacci+0x102
35,0x000055d4d5f3a5ca,3,26920,/home/ssy/lbr/test/test_lbr_sframe,0x15ca,fibonacci+0xda
36,0x000055d4d5f3a73b,3,26920,/home/ssy/lbr/test/test_lbr_sframe,0x173b,fibonacci+0x24b
37,0x000055d4d5f3a704,3,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1704,fibonacci+0x214
38,0x000055d4d5f3a71d,3,26920,/home/ssy/lbr/test/test_lbr_sframe,0x171d,fibonacci+0x22d
39,0x000055d4d5f3a741,3,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1741,fibonacci+0x251
40,0x000055d4d5f3a200,2,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1200,main+0x140
41,0x000055d4d5f3a190,1,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1190,main+0xd0
42,0x000055d4d5f3a795,1,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1795,fibonacci+0x2a5
43,0x000055d4d5f3a5d0,1,26920,/home/ssy/lbr/test/test_lbr_sframe,0x15d0,fibonacci+0xe0
44,0x000055d4d5f3a20e,1,26920,/home/ssy/lbr/test/test_lbr_sframe,0x120e,main+0x14e
45,0x000055d4d5f3a1ee,1,26920,/home/ssy/lbr/test/test_lbr_sframe,0x11ee,main+0x12e
46,0x000055d4d5f3a597,1,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1597,fibonacci+0xa7
47,0x000055d4d5f3a75b,1,26920,/home/ssy/lbr/test/test_lbr_sframe,0x175b,fibonacci+0x26b
48,0x000055d4d5f3a780,1,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1780,fibonacci+0x290
49,0x000055d4d5f3a6fe,1,26920,/home/ssy/lbr/test/test_lbr_sframe,0x16fe,fibonacci+0x20e
50,0x000055d4d5f3a642,1,26920,/home/ssy/lbr/test/test_lbr_sframe,0x1642,fibonacci+0x152
