rank,addr,count,pid,file_path,file_offset,symbol
1,0x00005568b713f1e5,89,307865,/home/ssy/lbr/test/test_lbr_sframe,0x11e5,main+0x125
2,0x00005568b713f1c0,89,307865,/home/ssy/lbr/test/test_lbr_sframe,0x11c0,main+0x100
3,0x00005568b713f1d3,38,307865,/home/ssy/lbr/test/test_lbr_sframe,0x11d3,main+0x113
4,0x00005568b713f1de,38,307865,/home/ssy/lbr/test/test_lbr_sframe,0x11de,main+0x11e
5,0x00005568b713f0b0,12,307865,/home/ssy/lbr/test/test_lbr_sframe,0x10b0,_init+0xb0
6,0x00007f42ee137b6c,7,307865,/usr/lib/libc.so.6,0x43b6c,random_r+0x6c
7,0x00007f42ee1379d0,7,307865,/usr/lib/libc.so.6,0x439d0,random+0x80
8,0x00007f42ee137b00,6,307865,/usr/lib/libc.so.6,0x43b00,random_r
9,0x00007f42ee1379c0,6,307865,/usr/lib/libc.so.6,0x439c0,random+0x70
10,0x00005568b713f260,6,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1260,main+0x1a0
11,0x00007f42ee137740,6,307865,/usr/lib/libc.so.6,0x43740,rand
12,0x00007f42ee137b17,6,307865,/usr/lib/libc.so.6,0x43b17,random_r+0x17
13,0x00007f42ee1379b6,6,307865,/usr/lib/libc.so.6,0x439b6,random+0x66
14,0x00005568b713f265,6,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1265,main+0x1a5
15,0x00007f42ee137b38,6,307865,/usr/lib/libc.so.6,0x43b38,random_r+0x38
16,0x00007f42ee137972,6,307865,/usr/lib/libc.so.6,0x43972,random+0x22
17,0x00007f42ee13774e,6,307865,/usr/lib/libc.so.6,0x4374e,rand+0xe
18,0x00007f42ee13774d,6,307865,/usr/lib/libc.so.6,0x4374d,rand+0xd
19,0x00007f42ee1379cb,6,307865,/usr/lib/libc.so.6,0x439cb,random+0x7b
20,0x00005568b713f75b,5,307865,/home/ssy/lbr/test/test_lbr_sframe,0x175b,fibonacci+0x26b
21,0x00007f42ee137950,5,307865,/usr/lib/libc.so.6,0x43950,random
22,0x00005568b713f5d0,5,307865,/home/ssy/lbr/test/test_lbr_sframe,0x15d0,fibonacci+0xe0
23,0x00007f42ee137748,5,307865,/usr/lib/libc.so.6,0x43748,rand+0x8
24,0x00007f42ee1379d4,5,307865,/usr/lib/libc.so.6,0x439d4,random+0x84
25,0x00007f42ee1379a6,5,307865,/usr/lib/libc.so.6,0x439a6,random+0x56
26,0x00005568b713f780,5,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1780,fibonacci+0x290
27,0x00005568b713f795,5,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1795,fibonacci+0x2a5
28,0x00005568b713f7d0,4,307865,/home/ssy/lbr/test/test_lbr_sframe,0x17d0,fibonacci+0x2e0
29,0x00005568b713f778,4,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1778,fibonacci+0x288
30,0x00005568b713f7a9,4,307865,/home/ssy/lbr/test/test_lbr_sframe,0x17a9,fibonacci+0x2b9
31,0x00005568b713f7af,4,307865,/home/ssy/lbr/test/test_lbr_sframe,0x17af,fibonacci+0x2bf
32,0x00005568b713f56a,4,307865,/home/ssy/lbr/test/test_lbr_sframe,0x156a,fibonacci+0x7a
33,0x00005568b713f572,4,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1572,fibonacci+0x82
34,0x00005568b713f53d,3,307865,/home/ssy/lbr/test/test_lbr_sframe,0x153d,fibonacci+0x4d
35,0x00005568b713f26a,3,307865,/home/ssy/lbr/test/test_lbr_sframe,0x126a,main+0x1aa
36,0x00005568b713f7ec,3,307865,/home/ssy/lbr/test/test_lbr_sframe,0x17ec,fibonacci+0x2fc
37,0x00005568b713f26e,3,307865,/home/ssy/lbr/test/test_lbr_sframe,0x126e,main+0x1ae
38,0x00007f42ee137b59,2,307865,/usr/lib/libc.so.6,0x43b59,random_r+0x59
39,0x00007f42ee137b63,2,307865,/usr/lib/libc.so.6,0x43b63,random_r+0x63
40,0x00005568b713f704,1,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1704,fibonacci+0x214
41,0x00005568b713f72d,1,307865,/home/ssy/lbr/test/test_lbr_sframe,0x172d,fibonacci+0x23d
42,0x00005568b713f229,1,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1229,main+0x169
43,0x00005568b713f762,1,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1762,fibonacci+0x272
44,0x00005568b713f63c,1,307865,/home/ssy/lbr/test/test_lbr_sframe,0x163c,fibonacci+0x14c
45,0x00005568b713f190,1,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1190,main+0xd0
46,0x00005568b713f4f0,1,307865,/home/ssy/lbr/test/test_lbr_sframe,0x14f0,fibonacci
47,0x00005568b713f597,1,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1597,fibonacci+0xa7
48,0x00005568b713f825,1,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1825,fibonacci+0x335
49,0x00005568b713f805,1,307865,/home/ssy/lbr/test/test_lbr_sframe,0x1805,fibonacci+0x315
50,0x00005568b713f82d,1,307865,/home/ssy/lbr/test/test_lbr_sframe,0x182d,fibonacci+0x33d
