elapsed_ms,timestamp,dTLB-loads,dTLB-loads_time_enabled,dTLB-loads_time_running,dTLB-load-misses,dTLB-load-misses_time_enabled,dTLB-load-misses_time_running,dTLB-stores,dTLB-stores_time_enabled,dTLB-stores_time_running,dTLB-store-misses,dTLB-store-misses_time_enabled,dTLB-store-misses_time_running,iTLB-loads,iTLB-loads_time_enabled,iTLB-loads_time_running,iTLB-load-misses,iTLB-load-misses_time_enabled,iTLB-load-misses_time_running,L1-dcache-loads,L1-dcache-loads_time_enabled,L1-dcache-loads_time_running,L1-dcache-load-misses,L1-dcache-load-misses_time_enabled,L1-dcache-load-misses_time_running,L1-dcache-stores,L1-dcache-stores_time_enabled,L1-dcache-stores_time_running,L1-icache-load-misses,L1-icache-load-misses_time_enabled,L1-icache-load-misses_time_running,l1d.replacement,l1d.replacement_time_enabled,l1d.replacement_time_running,l1d_pend_miss.fb_full,l1d_pend_miss.fb_full_time_enabled,l1d_pend_miss.fb_full_time_running,l1d_pend_miss.pending,l1d_pend_miss.pending_time_enabled,l1d_pend_miss.pending_time_running,LLC-loads,LLC-loads_time_enabled,LLC-loads_time_running,LLC-load-misses,LLC-load-misses_time_enabled,LLC-load-misses_time_running,LLC-stores,LLC-stores_time_enabled,LLC-stores_time_running,LLC-store-misses,LLC-store-misses_time_enabled,LLC-store-misses_time_running,cache-references,cache-references_time_enabled,cache-references_time_running,cache-misses,cache-misses_time_enabled,cache-misses_time_running,mem-loads,mem-loads_time_enabled,mem-loads_time_running,mem-stores,mem-stores_time_enabled,mem-stores_time_running,mem_inst_retired.all_loads,mem_inst_retired.all_loads_time_enabled,mem_inst_retired.all_loads_time_running,mem_inst_retired.all_stores,mem_inst_retired.all_stores_time_enabled,mem_inst_retired.all_stores_time_running,mem_inst_retired.any,mem_inst_retired.any_time_enabled,mem_inst_retired.any_time_running
500,2026-03-09 14:40:58.915,177579730,497831226,80379554,11763347,497808784,81376615,77114345,497802394,82354896,3455,497796963,83560325,4472,497790957,83694614,5469,497784398,84007223,174749003,497778239,84022284,52632806,497772504,84008973,76876388,497766176,84023614,361620,497760102,83685190,52827760,497754121,83675308,92279494,497748144,83454217,12857202264,497742406,83437253,52209360,497736101,83033551,41619896,497730043,83046752,25824,497723903,41745421,2037,497758564,41773352,94593719,497757568,62724096,80459121,497750471,83754013,42571429,497759887,83987793,2515,497755548,83307563,180868291,497750819,82067969,77739637,497745932,81041189,215649332,497740856,79852290
1000,2026-03-09 14:40:59.415,174137055,996247921,164395970,11886593,996225853,165097039,78297082,996220175,166032054,3299,996215071,167253509,4755,996209457,167389896,5232,996203804,167721857,170888360,996198849,167780261,51483455,996196086,167735003,73541114,996192201,167493877,400853,996186366,167417786,51324429,996180839,167362648,84977103,996175755,166912347,12756075801,996170027,166895143,50520928,996164284,166268004,39719789,996158576,166361044,37120,996152756,83727057,3061,996147673,83290595,90538536,996142840,124246942,78317544,996136811,165265194,40953289,996131849,164549709,3194,996125951,163709249,168999375,996119649,163477389,73371624,996113429,163453680,209671311,996107663,163250872
1500,2026-03-09 14:40:59.915,174897928,1493219364,247787448,11976167,1493197720,248272814,78195847,1493191662,248924888,3274,1493186809,250791881,4998,1493181086,250946770,5688,1493174869,251457337,178408458,1493169053,251561204,52022611,1493163541,251486690,75903776,1493157729,250996475,425214,1493151896,250712275,53019240,1493146163,250854090,149692475,1493141011,250433221,12994362712,1493137518,250130429,51882200,1493133300,248759298,41556691,1493128636,247688265,26049,1493123386,123235324,2132,1493116111,123228197,89816234,1493109707,184999959,74968699,1493102892,246700406,39726217,1493096843,247277974,2307,1493090544,247225121,180150623,1493086509,247183607,80088457,1493082155,247485902,216465731,1493078733,246662009
2000,2026-03-09 14:41:00.415,164014997,1989827261,331362082,11385990,1989805504,331793450,72803993,1989799243,332638387,3485,1989794010,334501239,5122,1989788307,334817196,6133,1989782038,335143083,178679740,1989776236,335049183,52038591,1989770692,334762974,79834122,1989766726,333454920,510216,1989762599,332196183,52005038,1989757876,331621935,33561318,1989761431,330048200,12079697147,1989758053,329535860,50178568,1989752812,329372409,39668343,1989746925,329278947,24948,1989741081,165014176,1859,1989733751,164746379,94119549,1989727135,247546135,81022614,1989720039,330220985,43607010,1989714093,331033053,1923,1989707595,331005957,164615295,1989701217,330948042,67717062,1989695314,331005874,195069270,1989689007,330140814
2500,2026-03-09 14:41:00.915,172696944,2487526442,414904698,11416143,2487504309,415333254,74246168,2487497842,416389095,3407,2487492346,418295909,4613,2487488384,418362922,5907,2487483180,417672953,161527694,2487477740,416316365,51996300,2487473210,414991336,71504351,2487467082,413464193,411839,2487461317,413181894,53891156,2487455279,413602267,98332699,2487449286,412775021,13096803389,2487443261,412982886,53474884,2487437228,412837607,41908939,2487431010,412754725,22150,2487424909,206741204,2057,2487417286,206737100,89544587,2487410478,310545567,73830199,2487403055,414169986,39870769,2487396518,415020870,1944,2487390146,414435720,176567793,2487383641,414377485,76252495,2487377168,414274133,209393238,2487370828,413357421
3000,2026-03-09 14:41:01.415,179655434,2984947697,498076185,12123150,2984926804,497412444,77872519,2984921634,497071003,3501,2984917524,497837501,5627,2984912460,498072619,5211,2984906115,498252076,184818242,2984900168,498297467,57276739,2984894545,498192821,83544947,2984888390,497233488,378425,2984882466,497149618,56482128,2984876677,497494132,75956976,2984886635,496671781,13074478526,2984880954,496863441,53412380,2984874616,496437022,41967839,2984868442,496278875,16988,2984862432,248613474,1008,2984854917,248592044,103036299,2984848122,373327005,88318390,2984840740,497961925,46556747,2984834262,498437266,2313,2984827562,497929106,182921593,2984821020,497941318,77116773,2984814557,497818232,217689573,2984808164,497157938
3500,2026-03-09 14:41:01.915,182020541,3482208102,578197641,12494951,3482185692,578665167,82439496,3482179302,579318466,3716,3482173841,580867521,7154,3482167905,581612390,5178,3482161331,581655199,182345971,3482154910,581753109,55513505,3482149423,581766450,79307081,3482143090,580876648,374613,3482137067,580871518,54885748,3482131505,581164486,154518100,3482125577,580543857,13423040161,3482119679,580391315,53635981,3482113406,579980418,43300121,3482107222,579466768,19324,3482101279,290101086,3188,3482093773,290516837,101157366,3482087014,436174835,84296829,3482079628,581483113,43380173,3482073120,581934042,2763,3482068863,580909404,183830934,3482063748,579899396,82007263,3482058346,579020914,222577738,3482052902,577350996
4000,2026-03-09 14:41:02.415,189272302,3981455721,661929482,12586708,3981433327,662446191,81420816,3981427245,663105683,3294,3981421801,664695443,4713,3981415849,665671199,5747,3981409394,665692349,178403821,3981402946,665740720,55882061,3981397317,665717722,79930480,3981391016,664822898,310621,3981384967,664766362,56275555,3981378939,665053156,131925239,3981372996,664397009,13272706575,3981366928,664256891,55435261,3981360636,663915602,43924716,3981354460,663350600,23286,3981348434,332023830,995,3981343609,332012353,93903673,3981338112,497669630,77459190,3981331844,662738672,41372280,3981326574,662179750,1342,3981320115,661140013,184807444,3981313603,661071787,82171984,3981307160,661461083,228614126,3981300760,660799273
4500,2026-03-09 14:41:02.915,187934122,4480193175,745819491,12631032,4480170739,746385066,82198761,4480164285,746925873,3441,4480159188,748567460,5971,4480153252,749548867,6336,4480146596,749509706,188254474,4480140109,749382970,57595021,4480134338,749321814,83196358,4480128148,748452002,315305,4480122010,748379864,59042173,4480115992,748903262,111942694,4480110417,748333162,13610405298,4480106001,747548905,54479417,4480100845,746276826,41916071,4480095692,744755747,20496,4480089858,372015091,1335,4480082248,372438840,97221605,4480075405,558838287,83718013,4480068038,744863342,45573597,4480061541,745234255,1347,4480054760,744733305,188652811,4480048231,744895624,80735010,4480041757,745350617,228761950,4480035284,744700480
5000,2026-03-09 14:41:03.415,188564425,4977918102,829603590,12879226,4977895723,830206325,84210302,4977889315,830594707,4210,4977883885,832333144,8606,4977877878,832921713,6335,4977871446,832901930,185848618,4977864975,832871462,57172048,4977859086,832763282,81237551,4977854878,831874560,304254,4977850023,830801209,56644599,4977845152,830300331,150256728,4977840201,828727331,13307514510,4977834444,827692486,53073299,4977828108,827081833,42278951,4977822018,826559235,25942,4977815906,413877262,2222,4977808342,414287307,99050795,4977801572,621633922,83584867,4977794210,828505712,44388336,4977788122,828934504,2608,4977781444,828277721,188504540,4977774998,828449992,82446220,4977768567,829071140,228776594,4977762130,828295194
