elapsed_ms,timestamp,dTLB-loads,dTLB-loads_time_enabled,dTLB-loads_time_running,dTLB-load-misses,dTLB-load-misses_time_enabled,dTLB-load-misses_time_running,dTLB-stores,dTLB-stores_time_enabled,dTLB-stores_time_running,dTLB-store-misses,dTLB-store-misses_time_enabled,dTLB-store-misses_time_running,iTLB-loads,iTLB-loads_time_enabled,iTLB-loads_time_running,iTLB-load-misses,iTLB-load-misses_time_enabled,iTLB-load-misses_time_running,L1-dcache-loads,L1-dcache-loads_time_enabled,L1-dcache-loads_time_running,L1-dcache-load-misses,L1-dcache-load-misses_time_enabled,L1-dcache-load-misses_time_running,L1-dcache-stores,L1-dcache-stores_time_enabled,L1-dcache-stores_time_running,L1-icache-load-misses,L1-icache-load-misses_time_enabled,L1-icache-load-misses_time_running,l1d.replacement,l1d.replacement_time_enabled,l1d.replacement_time_running,l1d_pend_miss.fb_full,l1d_pend_miss.fb_full_time_enabled,l1d_pend_miss.fb_full_time_running,l1d_pend_miss.pending,l1d_pend_miss.pending_time_enabled,l1d_pend_miss.pending_time_running,LLC-loads,LLC-loads_time_enabled,LLC-loads_time_running,LLC-load-misses,LLC-load-misses_time_enabled,LLC-load-misses_time_running,LLC-stores,LLC-stores_time_enabled,LLC-stores_time_running,LLC-store-misses,LLC-store-misses_time_enabled,LLC-store-misses_time_running,cache-references,cache-references_time_enabled,cache-references_time_running,cache-misses,cache-misses_time_enabled,cache-misses_time_running,mem-loads,mem-loads_time_enabled,mem-loads_time_running,mem-stores,mem-stores_time_enabled,mem-stores_time_running,mem_inst_retired.all_loads,mem_inst_retired.all_loads_time_enabled,mem_inst_retired.all_loads_time_running,mem_inst_retired.all_stores,mem_inst_retired.all_stores_time_enabled,mem_inst_retired.all_stores_time_running,mem_inst_retired.any,mem_inst_retired.any_time_enabled,mem_inst_retired.any_time_running
500,2026-03-08 21:34:53.618,13863095,499564796,80696873,4018529,499548332,81741842,750354,499539003,82677251,3078,499531241,83886584,4826,499521692,83730821,4731,499512563,83724913,105972742,499503945,83536010,12089712,499491188,83589337,151611776,499480523,83765157,432450,499471500,83786919,14078669,499461016,83983224,12749809,499451149,83958364,3202788056,499442119,84042586,12784049,499431415,83820120,12102928,499421449,83815074,29997,499412012,41971209,2545,499440487,41985509,28386026,499434810,62983217,23671869,499424713,83994599,11248897,499414645,84007158,2788,499405113,83626531,13264357,499397429,82572788,724353,499388450,81608125,14510865,499378596,80385179
1000,2026-03-08 21:34:54.118,11377001,999016889,164664785,4017310,999000509,166629452,720473,998991147,167589845,3296,998983582,168785901,5980,998974180,168378249,4989,998965041,167375675,11417909,998956817,167182853,13852209,998944118,167242507,10576642,998933032,167603240,390448,998924137,167703122,12568503,998913741,167903780,7225391,998903822,167890255,2565117866,998895090,168041838,11175127,998883706,167853995,9488538,998873218,167815184,244259,998865783,83512850,86648,998857051,82549920,26362747,998848214,123544039,21468529,998838997,164557601,8505384,998829579,163989957,93595,998817211,164002065,51365419,998807824,163946202,27285168,998798279,163968868,35638688,998787283,163745319
1500,2026-03-08 21:34:54.618,97731493,1498941465,248688933,3562739,1498925253,250597995,67947735,1498915924,251592013,3635,1498908135,252760395,10792,1498898523,252346646,5700,1498889714,251361631,25587050,1498881056,251183491,13799675,1498867931,251229749,674196,1498856792,251596644,403359,1498847623,251682277,13077676,1498836960,251908371,10968097,1498844899,251446906,3144323371,1498837191,250600181,10393070,1498826649,249391788,9235140,1498817220,248311202,200229,1498807778,123959089,156611,1498797543,123971534,29845258,1498787892,185946868,25023871,1498777332,247957286,11302338,1498767131,247960171,208595,1498754522,248003969,100966340,1498744998,248007408,85523857,1498734793,247999052,184760025,1498723625,247765782
2000,2026-03-08 21:34:55.118,39365694,1998990259,332648252,3924665,1998973663,334652639,981841,1998964382,335528061,9075,1998956579,336765837,20419,1998947032,336358866,14528,1998937795,335304015,12057566,1998929201,335184635,13775991,1998918027,334801989,977403,1998908125,334178841,384501,1998900361,333261102,12889582,1998890816,332507721,9730833,1998881103,331894511,2669779726,1998872072,332036881,10624123,1998860550,331878503,9403394,1998850267,331738259,246111,1998840627,165917868,153029,1998830488,165962154,25118595,1998821022,248941375,19836745,1998810539,331948283,6555775,1998800410,331949127,171100,1998787985,332047938,109491362,1998778832,332012692,81516915,1998768719,332072241,118413252,1998757935,331793819
2500,2026-03-08 21:34:55.618,51694137,2498985375,416612010,4051817,2498968861,418637488,709572,2498959469,419553263,2990,2498954096,420332512,7671,2498945747,418915935,5017,2498937456,416887041,12643568,2498929802,415760100,14229213,2498917312,415227291,694062,2498906149,415602084,380195,2498896963,415708129,15244547,2498886258,415911597,15956711,2498876414,415906877,3573240382,2498880388,416076947,13508325,2498868888,415849826,10741182,2498858127,415728162,389973,2498848818,207937694,230328,2498838595,207975463,25068886,2498828663,311985285,20791656,2498818040,415977025,7977749,2498807815,415978100,313762,2498795248,416086146,163510103,2498785735,415984936,123810286,2498775535,416039614,173061205,2498764368,415743529
3000,2026-03-08 21:34:56.118,23951759,2998931193,499091672,3644064,2998932493,500129022,39144160,2998924193,500010947,4450,2998916594,500717214,6953,2998907024,500311352,4228,2998897796,499311786,116850663,2998889132,499193893,13585961,2998875977,499223529,88420466,2998864836,499574024,449768,2998855654,499680319,14426493,2998845492,499893524,12751121,2998835593,499890135,2988598215,2998826525,500110461,11918257,2998814948,499866845,9892353,2998804200,499745664,33751,2998794498,249934909,2914,2998784280,250016077,24450547,2998774289,375013893,19804755,2998763983,500026792,8855282,2998753750,500026511,3411,2998741162,500108278,10523181,2998731680,500012706,714513,2998721752,500053373,21676376,2998711280,499293358
3501,2026-03-08 21:34:56.619,107105580,3499521350,580575727,3373241,3499505224,582623293,58150742,3499496489,583485232,3195,3499488812,584758652,9881,3499479503,584317113,4397,3499470578,583298947,57680080,3499462278,583165283,15565160,3499449567,583231591,19109250,3499438909,583576194,416866,3499430184,583694372,14844111,3499419818,583915195,16593660,3499409878,583853711,3433836286,3499401003,584122284,13200871,3499390160,583788326,10694014,3499379774,583693072,219186,3499370321,291925352,147334,3499360420,291995738,24481700,3499351434,437942138,21058945,3499341216,583985557,10538202,3499331399,584019795,160979,3499321889,583308670,102003067,3499314850,582240349,103531162,3499306637,581288131,219458004,3499298094,579950789
4000,2026-03-08 21:34:57.118,28158243,3997916919,664647017,3676202,3997900421,666645859,36667952,3997891130,667515990,4328,3997883238,668761945,8334,3997873581,668213627,4583,3997864278,667240349,66489441,3997855693,666213280,11756848,3997842571,666325563,37172445,3997831467,666684394,703560,3997822341,666763512,11782188,3997811656,667890246,5894382,3997801697,667890019,2873801389,3997792621,668099260,10811541,3997781081,667780135,9065055,3997770501,667711773,171872,3997762714,333456050,203524,3997753593,332510267,23972991,3997744648,498422866,20273827,3997735126,664477768,8644638,3997725184,664024708,140110,3997712629,664094570,61435847,3997703098,664079443,36853010,3997692998,664105203,55833760,3997681820,663731877
4502,2026-03-08 21:34:57.620,49072620,4499516362,748658177,3574396,4499499787,750655809,63311280,4499490735,751555115,5200,4499482917,752755569,7405,4499473447,752211451,4677,4499464380,751234181,63973619,4499455776,750155886,13273140,4499442646,750297580,54129958,4499432046,750660703,864363,4499422942,750775313,14184850,4499412270,751944244,8385269,4499402296,751958186,3009804770,4499393315,752151574,11168088,4499384092,750908134,9807682,4499374943,749803738,56229,4499365543,373920283,12934,4499355333,373956816,25361470,4499345352,560901886,19749941,4499334767,747924483,6883707,4499324626,748016415,85397,4499312152,748100818,51390384,4499302747,748051418,32448210,4499292617,748125672,78722337,4499281459,747754376
5000,2026-03-08 21:34:58.118,104104625,4996260116,832600172,3401293,4996244277,834512305,86304101,4996235496,835459100,3493,4996227850,836671419,8585,4996221427,835632813,4392,4996214824,833825743,87975478,4996207749,831763915,13581026,4996196838,830909209,61738142,4996186773,830599366,714835,4996177999,830660862,12947341,4996167587,831813127,8357888,4996158840,831789685,2867864702,4996150575,832090333,11097143,4996139219,833033874,10450634,4996129862,832979726,45831,4996120588,415330089,6399,4996110505,415354825,27464761,4996101310,623302027,22997544,4996091361,832195890,10472472,4996081215,832897728,131696,4996069313,832968396,68234801,4996060968,832916041,78450958,4996051168,832035950,199327550,4996040131,831647931
5500,2026-03-08 21:34:58.618,66514819,5496263935,916148328,3433323,5496249277,917033220,50427005,5496241720,917036935,3433,5496235585,917202059,7271,5496226910,916075498,5097,5496218094,915353483,27946904,5496209631,914178911,12700476,5496196988,914312616,1038991,5496186320,914585358,978646,5496177551,914621265,13671656,5496167305,915805022,9507249,5496158029,915841035,2631200346,5496149407,916105196,9538514,5496138342,917023712,7979214,5496127844,917002157,273020,5496118851,457351711,90476,5496109651,457359326,25451637,5496100009,686274475,20310670,5496089719,916171956,8344768,5496079843,916882220,40907,5496067551,916961190,33539444,5496058285,916930421,36653072,5496048689,916046739,112452924,5496037889,915675531
6000,2026-03-08 21:34:59.118,53726133,5996263920,996664511,3224887,5996248017,998470686,85819150,5996238796,999502624,4374,5996231247,1000703623,9941,5996223104,1000060093,4787,5996214043,999375156,97171895,5996206259,998094078,11648996,5996194158,998309782,49630246,5996183781,998550765,622865,5996175819,998650676,12389230,5996165692,999879929,10381426,5996155753,999798401,2714784219,5996147130,1000144940,9953436,5996136123,1000971692,8131158,5996125928,1000997255,49976,5996116948,499351927,15813,5996107520,499388750,24178678,5996098488,749260157,19954308,5996088308,1000153959,9855757,5996079550,1000933690,6784,5996070089,1000464449,16660788,5996062117,999504150,14215279,5996054116,997652104,57468389,5996045093,996210873
6500,2026-03-08 21:34:59.618,104366139,6496273485,1080626752,3436794,6496258002,1082478758,95760241,6496249306,1083465213,2760,6496241715,1084688120,7604,6496233561,1084093047,4233,6496225082,1083368967,54491460,6496216721,1082104552,14252294,6496204269,1082328158,5733094,6496194059,1082521486,400275,6496185157,1082606716,13680545,6496175831,1083867018,12851983,6496166304,1083795136,3319606333,6496157434,1084183048,13154654,6496146741,1085038076,10998262,6496136760,1085022055,76794,6496127281,541300645,47037,6496119971,540954152,25243926,6496112280,810822119,21307725,6496102955,1081714482,10861410,6496094779,1081514372,34370,6496082751,1080901278,60207649,6496074271,1080958849,65299040,6496064545,1080108769,180990737,6496053707,1079645149
7000,2026-03-08 21:35:00.118,85995465,6996390618,1164632099,3681245,6996375068,1166511050,26077005,6996366546,1167489062,2867,6996359095,1168678412,7073,6996350021,1168114739,4470,6996342032,1167379383,10690915,6996333724,1166147058,12760791,6996321347,1166324106,714442,6996311251,1166515019,506997,6996302836,1166581533,11259235,6996292550,1167821995,4723337,6996283184,1167829317,2217996503,6996277480,1167823118,9587202,6996267636,1167728101,9162090,6996258948,1166718931,206310,6996250315,581306620,182546,6996240809,581363790,25740177,6996231549,872243863,20440022,6996221289,1164103908,8355907,6996211886,1164957522,169243,6996200157,1164907477,103050219,6996190833,1164917473,99801533,6996181716,1164112189,207905623,6996171261,1163644179
7500,2026-03-08 21:35:00.618,64980137,7496248256,1248632717,3525746,7496231788,1250563971,53393151,7496222517,1251453546,3668,7496214766,1252680536,8088,7496205172,1252131269,4696,7496196444,1251366537,60036307,7496187852,1250217296,13320325,7496174726,1250341478,37956330,7496165952,1250018240,457301,7496158683,1249083003,12051897,7496149417,1249291357,8492955,7496140807,1248331619,2881771404,7496132078,1248167068,10986316,7496120651,1249025411,9660094,7496110015,1249031409,37028,7496101014,623313959,43420,7496090842,623397395,23105843,7496080884,935225622,18678252,7496071212,1248150051,6877066,7496061372,1248987365,146799,7496049919,1248904071,64246067,7496040892,1248946029,53250217,7496031489,1248094142,121206924,7496021247,1247625004
