elapsed_ms,timestamp,dTLB-loads,dTLB-loads_time_enabled,dTLB-loads_time_running,dTLB-load-misses,dTLB-load-misses_time_enabled,dTLB-load-misses_time_running,dTLB-stores,dTLB-stores_time_enabled,dTLB-stores_time_running,dTLB-store-misses,dTLB-store-misses_time_enabled,dTLB-store-misses_time_running,iTLB-loads,iTLB-loads_time_enabled,iTLB-loads_time_running,iTLB-load-misses,iTLB-load-misses_time_enabled,iTLB-load-misses_time_running,L1-dcache-loads,L1-dcache-loads_time_enabled,L1-dcache-loads_time_running,L1-dcache-load-misses,L1-dcache-load-misses_time_enabled,L1-dcache-load-misses_time_running,L1-dcache-stores,L1-dcache-stores_time_enabled,L1-dcache-stores_time_running,L1-icache-load-misses,L1-icache-load-misses_time_enabled,L1-icache-load-misses_time_running,l1d.replacement,l1d.replacement_time_enabled,l1d.replacement_time_running,l1d_pend_miss.fb_full,l1d_pend_miss.fb_full_time_enabled,l1d_pend_miss.fb_full_time_running,l1d_pend_miss.pending,l1d_pend_miss.pending_time_enabled,l1d_pend_miss.pending_time_running,LLC-loads,LLC-loads_time_enabled,LLC-loads_time_running,LLC-load-misses,LLC-load-misses_time_enabled,LLC-load-misses_time_running,LLC-stores,LLC-stores_time_enabled,LLC-stores_time_running,LLC-store-misses,LLC-store-misses_time_enabled,LLC-store-misses_time_running,cache-references,cache-references_time_enabled,cache-references_time_running,cache-misses,cache-misses_time_enabled,cache-misses_time_running,mem-loads,mem-loads_time_enabled,mem-loads_time_running,mem-stores,mem-stores_time_enabled,mem-stores_time_running,mem_inst_retired.all_loads,mem_inst_retired.all_loads_time_enabled,mem_inst_retired.all_loads_time_running,mem_inst_retired.all_stores,mem_inst_retired.all_stores_time_enabled,mem_inst_retired.all_stores_time_running,mem_inst_retired.any,mem_inst_retired.any_time_enabled,mem_inst_retired.any_time_running
500,2026-03-09 14:40:07.768,87118232,500336117,80934702,28600,500325038,81922941,57921859,500316688,82914179,1186,500310261,83905754,535278,500303431,83994132,533227,500295169,84013780,85132353,500286928,84016621,3225282,500280515,84029215,59133082,500274043,84001481,240796603,500265932,83973204,3070518,500258004,83959087,59967,500250586,83945775,70034410,500242806,83991713,1144811,500236033,83992330,4346,500229457,84008187,1026457,500221423,42018374,1572,500244399,42001149,354473686,500242658,63025577,181814,500236046,84017946,6265,500230136,83997010,2444,500225388,83488998,88536386,500219085,82460363,60346480,500212073,81466596,131206496,500205353,80476506
1000,2026-03-09 14:40:08.268,81464254,1000308548,164915939,29067,1000297068,165906689,55231572,1000288667,166885761,1090,1000282236,167894780,421468,1000275329,167978314,342709,1000267070,167997513,79231081,1000258824,168012215,5145431,1000252379,168032591,54280417,1000245664,168003623,173954376,1000237490,167998376,4644789,1000229566,167962193,157815,1000222151,167967086,81632925,1000214351,167990254,1360315,1000207596,167992240,11030,1000201389,168015583,1011399,1000193303,83980072,1703,1000186724,83394808,295967109,1000180602,124422746,379486,1000175314,165418272,12320,1000169863,164464158,2121,1000163477,164043168,79800428,1000155041,164010157,54914415,1000147016,164017315,121111703,1000139230,163959641
1500,2026-03-09 14:40:08.768,80727963,1500019096,248882896,27541,1500007540,249883016,55383351,1499999148,250851010,1066,1499992963,251857815,410102,1499986002,251916649,457069,1499977742,251938128,82376384,1499969486,251952819,4099594,1499963293,251986544,56897556,1499956603,251963014,207719426,1499948415,251999879,3670607,1499940477,251943823,113259,1499933065,251928101,74457604,1499926345,251345524,1237664,1499920912,250335380,10026,1499915329,249387261,987645,1499907320,123964460,1875,1499899152,123944603,266758093,1499891414,185941714,458284,1499884498,247935936,10614,1499877918,247999961,1874,1499870943,247986991,81927248,1499862337,247930645,55653218,1499854142,247945104,121284013,1499846162,247877858
2000,2026-03-09 14:40:09.268,79757751,1994643672,333486290,42502,1994632161,334472044,54133920,1994625128,334832959,2212,1994619793,334461461,472408,1994613875,333534292,571552,1994606657,332546983,81333540,1994598702,332205829,3733030,1994592294,332189054,54133518,1994585662,331419488,194175864,1994577572,332507168,3774074,1994569677,332430179,111595,1994562293,332475479,86608702,1994554584,332531499,1356096,1994547840,331540604,50102,1994541264,331534426,914322,1994533022,165679733,4103,1994524894,165738770,267026141,1994517005,248586596,723615,1994510114,332361824,43801,1994503729,332449603,3703,1994496791,332242690,81349237,1994488211,332154979,54437524,1994480038,331259911,119178482,1994472047,331587944
2500,2026-03-09 14:40:09.768,80292968,2491924290,413048755,35367,2491912848,415063178,55915986,2491904481,417002153,4929,2491898039,417586097,597512,2491891108,417649228,612283,2491883041,416668113,84765666,2491874760,416335599,3837570,2491868330,416328204,56731798,2491861641,415636065,202880584,2491856022,416763720,3901941,2491848177,416053606,140333,2491840786,416036044,88181198,2491832929,416111004,1360216,2491826164,415042754,44133,2491819522,415155018,1063076,2491811268,207571868,4381,2491803128,207581695,332131958,2491795225,311363309,454692,2491788315,416103305,39758,2491782985,415582554,4984,2491777193,414412544,81732279,2491769614,413279792,55466167,2491762409,411283271,120883695,2491754724,411239590
3000,2026-03-09 14:40:10.268,85284032,2991901461,497047875,50969,2991890095,499060963,57306310,2991881817,501006653,34275,2991875948,501558029,659516,2991869169,501614012,586954,2991861352,500643248,85498521,2991853244,500304882,3859903,2991847426,500316071,58244500,2991840927,499654307,190145751,2991832902,500758345,3721932,2991825135,500045830,102257,2991817866,500042826,73495449,2991810166,500099616,1237006,2991803517,499045874,1462,2991797004,499161707,1081816,2991789886,249002182,14982,2991782884,248016946,287174063,2991776171,371801257,78074,2991770447,496543483,5215,2991764291,496156021,15110,2991757397,495981220,84616692,2991749094,495844873,58541187,2991741048,494843917,127794848,2991733240,495243581
3500,2026-03-09 14:40:10.768,84023997,3491950152,581052230,29962,3491938609,583063502,57067586,3491930201,584995006,2576,3491923769,585523140,362587,3491916844,585605148,532184,3491908590,584639247,84519201,3491900355,584306382,3022656,3491894196,584327445,58357612,3491887526,583686115,248018908,3491879371,584758210,2859876,3491871720,584043217,64834,3491865769,583503090,69571842,3491859306,582545211,1001517,3491853922,580519509,2957,3491848804,579660218,1000994,3491841137,289580147,1893,3491832964,289590572,354621625,3491825037,434387257,116999,3491818123,580120337,3815,3491811558,580185228,1878,3491804557,579959015,86239364,3491795984,579813071,58526004,3491787930,578824268,126607268,3491779930,579235740
4000,2026-03-09 14:40:11.268,83929006,3991920405,665023474,27409,3991909218,667039749,57282449,3991901652,668920100,1001,3991895441,669529218,586266,3991889013,669590378,521898,3991881341,668655285,84050590,3991874163,668326703,3734840,3991869575,667737314,56486442,3991864349,666151191,210803216,3991857957,666169517,3654079,3991851814,664487919,59795,3991844672,664045659,74298908,3991836959,664058226,1278817,3991830341,663059910,5495,3991823907,663195762,991054,3991815728,331628852,1637,3991807685,331577457,307416451,3991799960,497406480,154649,3991793193,664139139,5036,3991787215,664156108,1641,3991780774,663985358,81628794,3991773127,663804703,56141978,3991765441,662849889,123674433,3991758264,663221529
4500,2026-03-09 14:40:11.768,84756678,4491673226,749036899,32109,4491662691,751056898,56848389,4491654343,752697514,8139,4491649784,752743792,619935,4491644185,751776205,505837,4491637058,749830028,78489371,4491629852,748729677,3353058,4491623711,748278310,54658004,4491617000,747695070,184070405,4491608888,748739060,3557963,4491600988,748077733,67994,4491593620,748039981,68234986,4491585778,748070187,1217811,4491592688,747051009,5007,4491586106,747179855,941587,4491577953,373632269,5687,4491569803,373570362,313001814,4491561890,560409014,230290,4491554952,748130320,7498,4491548340,748163859,5458,4491541326,747983160,84971587,4491532738,747787803,58119271,4491524550,746848886,126501885,4491516547,747206648
5000,2026-03-09 14:40:12.268,78712566,4988575291,828961493,28268,4988564110,831005933,52440326,4988556972,832611699,1329,4988551665,833131166,477892,4988545221,833138788,546276,4988537777,832197849,80269627,4988530174,832118034,4165080,4988525053,832233996,55299482,4988519469,831676429,185078465,4988511627,832733642,4255110,4988504734,832042269,65214,4988497490,831940782,73193718,4988489775,831938865,1311760,4988483184,830794720,3247,4988476716,830961740,1037249,4988469501,415713280,1752,4988461572,415665994,309990028,4988454290,623502835,243609,4988447850,832215949,11515,4988441880,832603794,2296,4988436867,831790377,82135088,4988430675,830572838,55780872,4988424312,828645164,119459021,4988417816,827547423
5500,2026-03-09 14:40:12.768,87354066,5488074175,912758251,29169,5488062721,914756072,60038587,5488054339,916405618,957,5488047921,916921449,301050,5488040999,917114169,570154,5488032776,916215271,86542807,5488024550,916105234,3368966,5488018458,916224692,58838897,5488011767,915438401,243025833,5488003664,916487099,3246615,5487995752,915802734,73536,5487988394,915700656,75687192,5487980562,915923690,1155692,5487973805,914784124,1475,5487967203,914954260,1068548,5487959007,457706505,588,5487952098,457084509,332835306,5487945923,684925310,93738,5487940431,913659904,3696,5487934975,913048804,1395,5487928263,912329416,81604722,5487919639,912119958,57081051,5487911467,911148706,128268789,5487903510,911058855
6000,2026-03-09 14:40:13.268,87528555,5988009405,996797886,28178,5987997981,998753273,58466357,5987989764,1000427136,897,5987983513,1000951181,770170,5987976866,1001084900,517137,5987969002,1000212220,83924726,5987960768,1000082182,3587575,5987954407,1000171906,57545343,5987947686,999418771,208725562,5987939509,1000464960,3512844,5987931605,999788506,57236,5987924202,999728159,73594848,5987917616,999332824,1183525,5987911993,997179922,1460,5987906609,996368141,1021110,5987898843,497709896,589,5987890826,497642783,328964175,5987883413,746485276,56116,5987876510,996184182,1562,5987869968,996576690,751,5987863023,996295273,86718942,5987854416,996102570,59744763,5987846563,995157086,131277846,5987838609,995081395
