elapsed_ms,timestamp,dTLB-loads,dTLB-loads_time_enabled,dTLB-loads_time_running,dTLB-load-misses,dTLB-load-misses_time_enabled,dTLB-load-misses_time_running,dTLB-stores,dTLB-stores_time_enabled,dTLB-stores_time_running,dTLB-store-misses,dTLB-store-misses_time_enabled,dTLB-store-misses_time_running,iTLB-loads,iTLB-loads_time_enabled,iTLB-loads_time_running,iTLB-load-misses,iTLB-load-misses_time_enabled,iTLB-load-misses_time_running,L1-dcache-loads,L1-dcache-loads_time_enabled,L1-dcache-loads_time_running,L1-dcache-load-misses,L1-dcache-load-misses_time_enabled,L1-dcache-load-misses_time_running,L1-dcache-stores,L1-dcache-stores_time_enabled,L1-dcache-stores_time_running,L1-icache-load-misses,L1-icache-load-misses_time_enabled,L1-icache-load-misses_time_running,l1d.replacement,l1d.replacement_time_enabled,l1d.replacement_time_running,l1d_pend_miss.fb_full,l1d_pend_miss.fb_full_time_enabled,l1d_pend_miss.fb_full_time_running,l1d_pend_miss.pending,l1d_pend_miss.pending_time_enabled,l1d_pend_miss.pending_time_running,LLC-loads,LLC-loads_time_enabled,LLC-loads_time_running,LLC-load-misses,LLC-load-misses_time_enabled,LLC-load-misses_time_running,LLC-stores,LLC-stores_time_enabled,LLC-stores_time_running,LLC-store-misses,LLC-store-misses_time_enabled,LLC-store-misses_time_running,cache-references,cache-references_time_enabled,cache-references_time_running,cache-misses,cache-misses_time_enabled,cache-misses_time_running,mem-loads,mem-loads_time_enabled,mem-loads_time_running,mem-stores,mem-stores_time_enabled,mem-stores_time_running,mem_inst_retired.all_loads,mem_inst_retired.all_loads_time_enabled,mem_inst_retired.all_loads_time_running,mem_inst_retired.all_stores,mem_inst_retired.all_stores_time_enabled,mem_inst_retired.all_stores_time_running,mem_inst_retired.any,mem_inst_retired.any_time_enabled,mem_inst_retired.any_time_running
500,2026-03-08 21:56:18.579,57701891,498158066,80495310,6659671,498135911,81700489,118944601,498130071,82690183,5154,498124629,83489079,6872,498118700,83637689,4706,498111816,83613553,148122994,498105452,83632942,20773473,498099293,83845636,101960943,498092721,83813657,414293,498086151,83813949,21960703,498078602,83875770,13208748,498072275,83837689,3557559340,498066213,83742183,17427772,498059917,83711252,11301511,498053833,83540045,20674,498047567,41531511,1603,498083472,41621420,37474583,498080892,62357856,24634911,498073498,83344139,12070718,498066745,83563985,1425,498061873,83172590,15000630,498071499,82239138,3899870,498066449,81133766,53178412,498061370,80149936
1000,2026-03-08 21:56:19.079,32359674,996951547,164122089,6434134,996929370,165312358,770804,996923405,166271130,3013,996918012,167401084,5380,996912000,167488069,5102,996905133,167435556,25127946,996898728,167421459,14952648,996893000,167632705,38113834,996886407,167572037,395439,996879851,167635034,15588917,996872319,167735196,6609300,996865963,167652133,2569476683,996859885,167620795,11920760,996853550,167571512,8965202,996847446,167386093,256421,996841121,83464761,129341,996836422,83120297,28096184,996831304,123831564,20680875,996824891,164703829,8423794,996819185,163869649,97052,996812837,163368509,53045205,996806512,163412288,43830974,996800004,163427220,78511330,996794125,163171862
1500,2026-03-08 21:56:19.579,179815249,1493831304,247984059,6001801,1493809616,248593605,138492857,1493804083,249480834,3118,1493798892,250550478,7762,1493793119,250541273,5329,1493786551,250839567,35678297,1493780367,250885558,20760688,1493774376,251048879,771823,1493768152,251054853,429534,1493761793,251345471,19719176,1493754726,251392370,10302456,1493748664,251226182,3437224893,1493744300,250500592,16405110,1493739429,249223258,11398662,1493734899,248115947,26947,1493729103,123501317,2418,1493723140,123522362,34276929,1493716981,185109903,23433618,1493709782,246891865,10532214,1493703295,246869003,119906,1493697169,246875683,109888262,1493691016,246977157,128287939,1493684698,247057868,321400838,1493678831,246929163
2000,2026-03-08 21:56:20.079,50261246,1990045193,331237696,7006985,1990023393,331973625,8722232,1990017618,333020189,6967,1990012234,334150792,13349,1990006389,334360073,12830,1989999677,334548593,42858086,1989994875,334688064,18170460,1989990032,333792278,36845728,1989984612,332657495,483746,1989979480,331801480,16446315,1989972366,330736243,8987787,1989966197,330305898,3207780819,1989960279,330104410,15200420,1989954083,329755458,11142905,1989948099,329533052,143517,1989942147,165193880,54420,1989936027,166228618,30079788,1989929794,248719888,21998927,1989922543,331462631,9510440,1989915884,331526377,97090,1989909422,330693377,67540037,1989903407,330657682,58084833,1989897051,330583945,116567036,1989891013,330406664
2500,2026-03-08 21:56:20.579,13926643,2487903215,414946332,6725470,2487881500,415463779,970410,2487877479,415881749,8370,2487874298,416093562,15918,2487869745,415407559,10014,2487864249,414886620,62145965,2487858531,414976124,14293230,2487852639,415011779,87258022,2487846360,414787988,426170,2487840348,414848222,16295979,2487833154,414339246,4312481,2487827251,413898969,2514019297,2487821697,413786378,12304484,2487815731,413541429,8802724,2487810062,413419533,121974,2487804103,207081139,41090,2487798058,207906953,30988359,2487792401,311300643,22097360,2487785268,414917246,8513963,2487778932,414917645,31432,2487772586,414334416,30273160,2487766567,414320112,11375218,2487760375,414343581,18426318,2487754527,414202495
3000,2026-03-08 21:56:21.079,45533423,2986599130,496269599,8209917,2986578333,495679494,4974111,2986572919,496218748,3044,2986567627,497417077,8681,2986562075,497803335,4842,2986555399,498277404,14083968,2986549142,498774742,19845593,2986543239,498786264,37255998,2986536882,498596969,384416,2986530620,498730813,17123488,2986523529,498236741,6867746,2986517332,497821416,2974981625,2986511469,497588309,15605948,2986505504,497308394,10452817,2986499496,497078145,180275,2986493412,248957510,90205,2986487579,249863839,32545178,2986481407,374231278,22187497,2986474110,498774691,9049204,2986467906,498497835,74889,2986461544,497961581,72543236,2986455408,497954852,58148276,2986450220,497517549,108420990,2986445259,496647204
3500,2026-03-08 21:56:21.579,37210514,3485832185,578699448,8075269,3485810400,579100042,56192561,3485804687,579946327,4054,3485799363,581148012,8960,3485793519,581551225,4916,3485786827,582128862,115647928,3485780576,582740931,19377501,3485774473,582775580,73726798,3485768010,582507621,313762,3485761953,582630250,20920153,3485754645,582121429,11284040,3485748469,581565865,2961966683,3485742805,581472518,14560566,3485736643,581208909,10185666,3485730682,580947196,150098,3485724599,290844315,72344,3485718481,291790914,37113414,3485712368,437172927,24204879,3485706887,582097077,11696823,3485701746,580880988,6575,3485696397,579364279,14459629,3485691285,578259162,676030,3485685243,577973963,32680763,3485679407,578112334
4000,2026-03-08 21:56:22.079,72931421,3984666678,662376321,6987680,3984644849,662793960,73190097,3984639089,663771117,4661,3984633758,665043552,7760,3984628095,665389743,4319,3984621239,665987518,125465038,3984614986,666627072,16845208,3984609274,666640670,100672488,3984602878,666434024,304087,3984596464,666532745,19830963,3984589308,665901422,13243813,3984583027,665405534,3542976132,3984577061,665332216,17483723,3984571019,665040522,12051455,3984566668,664400979,29035,3984562045,331277425,2570,3984556375,331754344,33086664,3984550257,497144978,23291911,3984542957,662334236,11595246,3984536586,662125892,2204,3984530261,661481459,27007496,3984524133,661353480,26771120,3984517912,661621385,97501025,3984511797,661690331
4500,2026-03-08 21:56:22.579,120803421,4483936801,746322051,8704473,4483915002,746631675,48936971,4483909116,747697897,11393,4483904076,748948995,33278,4483898287,749283558,17961,4483891632,749935823,40330447,4483885786,750539112,20596695,4483879761,750586921,11434451,4483873283,750354827,349120,4483867059,750499567,20941165,4483861140,749300139,9603247,4483856561,747781804,3432978030,4483852126,746569397,16860083,4483847022,745257168,11282562,4483841398,744760661,85931,4483835251,372819795,73625,4483829158,373744407,32993903,4483823312,560080012,21269537,4483816086,746163498,7122722,4483809483,745879918,169321,4483803553,745227667,157912335,4483797407,745180320,147069864,4483791338,745460461,288912216,4483785339,745610534
5000,2026-03-08 21:56:23.079,15008108,4981920113,829900654,9025792,4981898557,830478816,733651,4981892822,831386193,3064,4981887532,832372313,6993,4981881935,832797707,5206,4981875404,833409074,61919404,4981870903,833555480,17254163,4981866824,832818799,102337158,4981861496,831502343,314259,4981856374,830742984,18123875,4981849273,829461909,8672926,4981843101,829028655,2733562391,4981837324,828871541,13980374,4981831163,828485175,10347381,4981825553,828650161,149868,4981819424,414750192,74244,4981830364,415416541,35693228,4981824344,622720155,24502886,4981817035,829790396,11455952,4981810997,829424503,4945,4981804708,829080143,14680550,4981798644,828783455,715893,4981792462,829056013,15742821,4981786549,829279232
